event_date,event_name,event_url,fight_url,event_location,r_fighter,b_fighter,weight_class,gender,total_rounds,is_title_bout,referee,winner,method,finish_round,time_sec,total_fight_time_sec,r_height,b_height,height_diff,r_reach,b_reach,reach_diff,r_ape_index,b_ape_index,ape_index_diff,r_stance,b_stance,r_weight,b_weight,weight_diff,r_date_of_birth,b_date_of_birth,r_age_at_event,b_age_at_event,age_at_event_diff,r_sig_str,b_sig_str,sig_str_diff,r_sig_str_att,b_sig_str_att,sig_str_att_diff,r_sig_str_acc,b_sig_str_acc,sig_str_acc_diff,r_str,b_str,str_diff,r_str_att,b_str_att,str_att_diff,r_str_acc,b_str_acc,str_acc_diff,r_kd,b_kd,kd_diff,r_head,b_head,head_diff,r_body,b_body,body_diff,r_leg,b_leg,leg_diff,r_distance,b_distance,distance_diff,r_clinch,b_clinch,clinch_diff,r_ground,b_ground,ground_diff,r_td,b_td,td_diff,r_td_att,b_td_att,td_att_diff,r_td_acc,b_td_acc,td_acc_diff,r_sub_att,b_sub_att,sub_att_diff,r_rev,b_rev,rev_diff,r_ctrl_sec,b_ctrl_sec,ctrl_sec_diff,r_name,b_name,r_rd1_kd,b_rd1_kd,r_rd1_sig_str,r_rd1_sig_str_att,b_rd1_sig_str,b_rd1_sig_str_att,r_rd1_str,r_rd1_str_att,b_rd1_str,b_rd1_str_att,r_rd1_td,r_rd1_td_att,b_rd1_td,b_rd1_td_att,r_rd1_sub_att,b_rd1_sub_att,r_rd1_rev,b_rd1_rev,r_rd1_ctrl_sec,b_rd1_ctrl_sec,r_rd1_head,r_rd1_head_att,b_rd1_head,b_rd1_head_att,r_rd1_body,r_rd1_body_att,b_rd1_body,b_rd1_body_att,r_rd1_leg,r_rd1_leg_att,b_rd1_leg,b_rd1_leg_att,r_rd1_distance,r_rd1_distance_att,b_rd1_distance,b_rd1_distance_att,r_rd1_clinch,r_rd1_clinch_att,b_rd1_clinch,b_rd1_clinch_att,r_rd1_ground,r_rd1_ground_att,b_rd1_ground,b_rd1_ground_att,r_rd2_kd,b_rd2_kd,r_rd2_sig_str,r_rd2_sig_str_att,b_rd2_sig_str,b_rd2_sig_str_att,r_rd2_str,r_rd2_str_att,b_rd2_str,b_rd2_str_att,r_rd2_td,r_rd2_td_att,b_rd2_td,b_rd2_td_att,r_rd2_sub_att,b_rd2_sub_att,r_rd2_rev,b_rd2_rev,r_rd2_ctrl_sec,b_rd2_ctrl_sec,r_rd2_head,r_rd2_head_att,b_rd2_head,b_rd2_head_att,r_rd2_body,r_rd2_body_att,b_rd2_body,b_rd2_body_att,r_rd2_leg,r_rd2_leg_att,b_rd2_leg,b_rd2_leg_att,r_rd2_distance,r_rd2_distance_att,b_rd2_distance,b_rd2_distance_att,r_rd2_clinch,r_rd2_clinch_att,b_rd2_clinch,b_rd2_clinch_att,r_rd2_ground,r_rd2_ground_att,b_rd2_ground,b_rd2_ground_att,r_rd3_kd,b_rd3_kd,r_rd3_sig_str,r_rd3_sig_str_att,b_rd3_sig_str,b_rd3_sig_str_att,r_rd3_str,r_rd3_str_att,b_rd3_str,b_rd3_str_att,r_rd3_td,r_rd3_td_att,b_rd3_td,b_rd3_td_att,r_rd3_sub_att,b_rd3_sub_att,r_rd3_rev,b_rd3_rev,r_rd3_ctrl_sec,b_rd3_ctrl_sec,r_rd3_head,r_rd3_head_att,b_rd3_head,b_rd3_head_att,r_rd3_body,r_rd3_body_att,b_rd3_body,b_rd3_body_att,r_rd3_leg,r_rd3_leg_att,b_rd3_leg,b_rd3_leg_att,r_rd3_distance,r_rd3_distance_att,b_rd3_distance,b_rd3_distance_att,r_rd3_clinch,r_rd3_clinch_att,b_rd3_clinch,b_rd3_clinch_att,r_rd3_ground,r_rd3_ground_att,b_rd3_ground,b_rd3_ground_att,r_rd4_kd,b_rd4_kd,r_rd4_sig_str,r_rd4_sig_str_att,b_rd4_sig_str,b_rd4_sig_str_att,r_rd4_str,r_rd4_str_att,b_rd4_str,b_rd4_str_att,r_rd4_td,r_rd4_td_att,b_rd4_td,b_rd4_td_att,r_rd4_sub_att,b_rd4_sub_att,r_rd4_rev,b_rd4_rev,r_rd4_ctrl_sec,b_rd4_ctrl_sec,r_rd4_head,r_rd4_head_att,b_rd4_head,b_rd4_head_att,r_rd4_body,r_rd4_body_att,b_rd4_body,b_rd4_body_att,r_rd4_leg,r_rd4_leg_att,b_rd4_leg,b_rd4_leg_att,r_rd4_distance,r_rd4_distance_att,b_rd4_distance,b_rd4_distance_att,r_rd4_clinch,r_rd4_clinch_att,b_rd4_clinch,b_rd4_clinch_att,r_rd4_ground,r_rd4_ground_att,b_rd4_ground,b_rd4_ground_att,r_rd5_kd,b_rd5_kd,r_rd5_sig_str,r_rd5_sig_str_att,b_rd5_sig_str,b_rd5_sig_str_att,r_rd5_str,r_rd5_str_att,b_rd5_str,b_rd5_str_att,r_rd5_td,r_rd5_td_att,b_rd5_td,b_rd5_td_att,r_rd5_sub_att,b_rd5_sub_att,r_rd5_rev,b_rd5_rev,r_rd5_ctrl_sec,b_rd5_ctrl_sec,r_rd5_head,r_rd5_head_att,b_rd5_head,b_rd5_head_att,r_rd5_body,r_rd5_body_att,b_rd5_body,b_rd5_body_att,r_rd5_leg,r_rd5_leg_att,b_rd5_leg,b_rd5_leg_att,r_rd5_distance,r_rd5_distance_att,b_rd5_distance,b_rd5_distance_att,r_rd5_clinch,r_rd5_clinch_att,b_rd5_clinch,b_rd5_clinch_att,r_rd5_ground,r_rd5_ground_att,b_rd5_ground,b_rd5_ground_att
8/21/2021,UFC Fight Night: Cannonier vs. Gastelum,http://ufcstats.com/event-details/2f13e4020cea5b38,http://ufcstats.com/fight-details/0b47788da6de735e,"Las Vegas, Nevada, USA",Alexandre Pantoja,Brandon Royval,Flyweight,Men,3,0,Mark Smith,Red,Submission,2,106,406,65,69,-4,67,68,-1,1.03,0.99,0.05,Orthodox,Southpaw,125,125,0,4/16/1990,8/16/1992,31,29,2,22,17,5,40,61,-21,0.55,0.28,0.27,23,27,-4,41,79,-38,0.56,0.34,0.22,0,0,0,0.86,0.7,0.16,0.13,0.17,-0.04,0,0.11,-0.11,0.95,1,-0.05,0.04,0,0.04,0,0,0,3,1,2,6,1,5,0.5,1,-0.5,2,0,2,0,0,0,171,8,163,Alexandre Pantoja,Brandon Royval,0,0,13,25,14,39,14,26,19,51,2,4,1,1,0,0,0,0,109,8,12,24,9,33,1,1,3,3,0,0,2,3,12,23,14,39,1,2,0,0,0,0,0,0,0,0,9,15,3,22,9,15,8,28,1,2,0,0,2,0,0,0,62,0,7,13,3,20,2,2,0,2,0,0,0,0,9,15,3,21,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2021,UFC Fight Night: Cannonier vs. Gastelum,http://ufcstats.com/event-details/2f13e4020cea5b38,http://ufcstats.com/fight-details/12d2b282561b5e5f,"Las Vegas, Nevada, USA",Austin Lingo,Luis Saldana,Featherweight,Men,3,0,Herb Dean,Red,Decision - Unanimous,3,300,900,70,71,-1,70,73,-3,1,1.03,-0.03,Orthodox,Orthodox,145,145,0,7/10/1994,1/27/1991,27,30,-3,73,77,-4,181,160,21,0.4,0.48,-0.08,74,81,-7,185,165,20,0.4,0.49,-0.09,1,0,1,0.61,0.44,0.17,0.31,0.33,-0.02,0.06,0.22,-0.16,1,0.97,0.03,0,0.02,-0.02,0,0,0,0,0,0,0,5,-5,0,0,0,0,0,0,0,0,0,91,19,72,Austin Lingo,Luis Saldana,0,0,24,56,34,66,24,56,34,66,0,0,0,0,0,0,0,0,0,0,16,46,16,45,6,8,11,13,2,2,7,8,24,56,34,66,0,0,0,0,0,0,0,0,0,0,33,81,29,61,33,81,29,61,0,0,0,1,0,0,0,0,12,0,20,64,12,43,10,13,10,11,3,4,7,7,33,79,27,59,0,2,2,2,0,0,0,0,1,0,16,44,14,33,17,48,18,38,0,0,0,4,0,0,0,0,79,19,9,33,6,23,7,11,5,7,0,0,3,3,16,44,14,33,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2021,UFC Fight Night: Cannonier vs. Gastelum,http://ufcstats.com/event-details/2f13e4020cea5b38,http://ufcstats.com/fight-details/bfacb44c24bfe0e9,"Las Vegas, Nevada, USA",Brian Kelleher,Domingo Pilarte,Bantamweight,Men,3,0,Chris Tognoni,Red,Decision - Unanimous,3,300,900,66,72,-6,66,73,-7,1,1.01,-0.01,Switch,Southpaw,135,135,0,8/19/1986,1/5/1990,35,31,4,28,3,25,40,11,29,0.7,0.27,0.43,236,117,119,279,159,120,0.85,0.74,0.11,0,0,0,0.85,0.66,0.19,0.07,0.33,-0.26,0.07,0,0.07,0.03,0.66,-0.63,0,0,0,0.96,0.33,0.63,3,0,3,3,0,3,1,0,1,2,0,2,1,0,1,769,89,680,Brian Kelleher,Domingo Pilarte,0,0,13,19,0,2,68,89,35,49,1,1,0,0,0,0,0,0,290,0,11,16,0,1,1,2,0,1,1,1,0,0,0,1,0,2,0,0,0,0,13,18,0,0,0,0,4,8,2,6,53,64,27,41,1,1,0,0,2,0,1,0,188,89,4,8,2,5,0,0,0,0,0,0,0,1,0,1,1,5,0,0,0,0,4,7,1,1,0,0,11,13,1,3,115,126,55,69,1,1,0,0,0,0,0,0,291,0,9,11,0,2,1,1,1,1,1,1,0,0,1,1,1,2,0,0,0,1,10,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2021,UFC Fight Night: Cannonier vs. Gastelum,http://ufcstats.com/event-details/2f13e4020cea5b38,http://ufcstats.com/fight-details/92d39a17e34cf581,"Las Vegas, Nevada, USA",Bea Malecki,Josiane Nunes,Bantamweight,Women,3,0,Keith Peterson,Blue,KO/TKO,1,294,294,69,62,7,74,67,7,1.07,1.08,-0.01,Orthodox,Southpaw,135,135,0,8/23/1991,12/23/1993,29,27,2,35,52,-17,82,129,-47,0.43,0.4,0.03,35,52,-17,82,129,-47,0.43,0.4,0.03,0,1,-1,0.37,0.5,-0.13,0.34,0.28,0.06,0.28,0.21,0.07,1,0.86,0.14,0,0.13,-0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-5,Bea Malecki,Josiane Nunes,0,1,35,82,52,129,35,82,52,129,0,0,0,0,0,0,0,0,0,5,13,53,26,89,12,19,15,26,10,10,11,14,35,82,45,118,0,0,7,11,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2021,UFC Fight Night: Cannonier vs. Gastelum,http://ufcstats.com/event-details/2f13e4020cea5b38,http://ufcstats.com/fight-details/5e2ce5aa3a92c2df,"Las Vegas, Nevada, USA",William Knight,Fabio Cherant,Light Heavyweight,Men,3,0,Chris Tognoni,Red,KO/TKO,1,238,238,70,73,-3,73,74,-1,1.04,1.01,0.03,Orthodox,Southpaw,205,205,0,4/3/1988,11/25/1994,33,26,7,14,15,-1,24,23,1,0.58,0.65,-0.07,14,15,-1,24,23,1,0.58,0.65,-0.07,1,0,1,0.35,0.2,0.15,0.07,0.66,-0.59,0.57,0.13,0.44,0.78,1,-0.22,0,0,0,0.21,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,William Knight,Fabio Cherant,1,0,14,24,15,23,14,24,15,23,0,0,0,0,0,0,0,0,2,0,5,13,3,11,1,1,10,10,8,10,2,2,11,21,15,23,0,0,0,0,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2021,UFC Fight Night: Cannonier vs. Gastelum,http://ufcstats.com/event-details/2f13e4020cea5b38,http://ufcstats.com/fight-details/8badcb2134c1cdaf,"Las Vegas, Nevada, USA",Roosevelt Roberts,Ignacio Bahamondes,Lightweight,Men,3,0,Mark Smith,Blue,KO/TKO,3,295,895,74,75,-1,73,75,-2,0.99,1,-0.01,Orthodox,Orthodox,155,155,0,2/11/1994,8/27/1997,27,23,4,55,105,-50,168,228,-60,0.33,0.46,-0.13,65,124,-59,185,260,-75,0.35,0.48,-0.13,0,1,-1,0.85,0.39,0.46,0.03,0.29,-0.26,0.1,0.31,-0.21,0.98,0.92,0.06,0.01,0.05,-0.04,0,0.01,-0.01,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,104,98,6,Roosevelt Roberts,Ignacio Bahamondes,0,0,24,63,33,70,24,63,37,77,0,6,0,0,0,0,0,0,71,0,20,56,18,53,0,1,5,5,4,6,10,12,24,63,31,67,0,0,2,3,0,0,0,0,0,0,18,57,38,87,20,59,43,92,0,1,0,0,0,0,0,0,33,0,17,54,13,52,0,1,9,16,1,2,16,19,18,57,38,86,0,0,0,1,0,0,0,0,0,1,13,48,34,71,21,63,44,91,0,5,0,0,0,0,0,0,0,98,10,44,10,40,2,3,17,22,1,1,7,9,12,46,28,63,1,2,4,5,0,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2021,UFC Fight Night: Cannonier vs. Gastelum,http://ufcstats.com/event-details/2f13e4020cea5b38,http://ufcstats.com/fight-details/47a157222b2c9092,"Las Vegas, Nevada, USA",Sasha Palatnikov,Ramiz Brahimaj,Welterweight,Men,3,0,Chris Tognoni,Blue,Submission,1,153,153,73,70,3,72,72,0,0.99,1.03,-0.04,Switch,Orthodox,170,170,0,3/15/1989,11/17/1992,32,28,4,1,1,0,1,2,-1,1,0.5,0.5,1,3,-2,3,5,-2,0.33,0.6,-0.27,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,-2,0,2,-2,0,1,-1,0,1,-1,0,0,0,0,132,-132,Sasha Palatnikov,Ramiz Brahimaj,0,0,1,1,1,2,1,3,3,5,0,0,2,2,0,1,0,0,0,132,1,1,1,2,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2021,UFC Fight Night: Barboza vs. Chikadze,http://ufcstats.com/event-details/0db9d2486d564a3c,http://ufcstats.com/fight-details/5cd1869013741767,"Las Vegas, Nevada, USA",Edson Barboza,Giga Chikadze,Featherweight,Men,5,0,Jason Herzog,Blue,KO/TKO,3,104,704,71,72,-1,75,74,1,1.06,1.03,0.03,Orthodox,Orthodox,155,145,10,1/21/1986,8/25/1988,35,33,2,33,60,-27,95,117,-22,0.35,0.51,-0.16,33,70,-37,95,128,-33,0.35,0.55,-0.2,0,2,-2,0.45,0.51,-0.06,0.3,0.26,0.04,0.24,0.21,0.03,1,0.93,0.07,0,0,0,0,0.06,-0.06,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,0,0,41,-41,Edson Barboza,Giga Chikadze,0,0,10,26,17,43,10,26,17,43,0,0,0,0,0,0,0,0,0,0,4,17,6,27,3,4,5,8,3,5,6,8,10,26,17,43,0,0,0,0,0,0,0,0,0,0,19,56,22,47,19,56,22,47,0,0,0,0,0,0,0,0,0,0,8,41,10,33,6,10,6,8,5,5,6,6,19,56,22,47,0,0,0,0,0,0,0,0,0,2,4,13,21,27,4,13,31,38,0,0,0,0,0,2,0,0,0,41,3,12,15,20,1,1,5,6,0,0,1,1,4,13,17,23,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2021,UFC Fight Night: Barboza vs. Chikadze,http://ufcstats.com/event-details/0db9d2486d564a3c,http://ufcstats.com/fight-details/5086f9fb4fdc2f60,"Las Vegas, Nevada, USA",Bryan Battle,Gilbert Urbina,Middleweight,Men,3,0,Herb Dean,Red,Submission,2,135,435,73,75,-2,77,75,2,1.05,1,0.05,Orthodox,Orthodox,185,170,15,9/21/1994,4/5/1996,26,25,1,46,45,1,87,76,11,0.53,0.59,-0.06,54,63,-9,96,95,1,0.56,0.66,-0.1,0,0,0,0.36,0.73,-0.37,0.5,0.2,0.3,0.13,0.06,0.07,0.65,0.33,0.32,0.32,0.4,-0.08,0.02,0.26,-0.24,1,2,-1,1,6,-5,1,0.33,0.67,1,0,1,0,0,0,82,160,-78,Bryan Battle,Gilbert Urbina,0,0,34,62,38,59,40,69,56,78,0,0,2,4,0,0,0,0,47,119,10,35,28,47,20,23,8,10,4,4,2,2,21,47,12,30,13,15,14,15,0,0,12,14,0,0,12,25,7,17,14,27,7,17,1,1,0,2,1,0,0,0,35,41,7,19,5,15,3,4,1,1,2,2,1,1,9,21,3,9,2,3,4,8,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2021,UFC Fight Night: Barboza vs. Chikadze,http://ufcstats.com/event-details/0db9d2486d564a3c,http://ufcstats.com/fight-details/ed64e42263bf50bf,"Las Vegas, Nevada, USA",Ricky Turcios,Brady Hiestand,Bantamweight,Men,3,0,Mark Smith,Red,Decision - Split,3,300,900,69,68,1,71,71,0,1.03,1.04,-0.02,Orthodox,Orthodox,145,135,10,6/5/1993,4/30/1999,28,22,6,100,66,34,171,134,37,0.58,0.49,0.09,201,82,119,281,152,129,0.72,0.54,0.18,1,0,1,0.83,0.89,-0.06,0.14,0.09,0.05,0.03,0.01,0.02,0.67,0.78,-0.11,0.22,0.12,0.1,0.11,0.09,0.02,2,6,-4,4,11,-7,0.5,0.55,-0.05,0,0,0,1,1,0,152,460,-308,Ricky Turcios,Brady Hiestand,0,0,35,55,24,43,72,98,35,56,1,1,2,4,0,0,0,1,15,194,26,46,20,39,6,6,3,3,3,3,1,1,25,43,19,37,6,6,1,1,4,6,4,5,0,0,15,33,15,31,42,60,16,32,1,2,2,2,0,0,1,0,45,163,15,32,15,28,0,1,0,3,0,0,0,0,6,23,10,25,2,3,3,4,7,7,2,2,1,0,50,83,27,60,87,123,31,64,0,1,2,5,0,0,0,0,92,103,42,72,24,57,8,11,3,3,0,0,0,0,36,65,23,55,14,18,4,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2021,UFC Fight Night: Barboza vs. Chikadze,http://ufcstats.com/event-details/0db9d2486d564a3c,http://ufcstats.com/fight-details/089a17e450cc98aa,"Las Vegas, Nevada, USA",Kevin Lee,Daniel Rodriguez,Welterweight,Men,3,0,Herb Dean,Blue,Decision - Unanimous,3,300,900,69,73,-4,77,74,3,1.12,1.01,0.1,Orthodox,Southpaw,170,170,0,9/4/1992,12/31/1986,28,34,-6,56,120,-64,160,210,-50,0.35,0.57,-0.22,74,137,-63,181,229,-48,0.41,0.6,-0.19,0,0,0,0.69,0.72,-0.03,0.21,0.05,0.16,0.08,0.21,-0.13,0.98,0.94,0.04,0,0,0,0.01,0.05,-0.04,3,0,3,7,0,7,0.43,0,0.43,0,0,0,0,1,-1,214,45,169,Kevin Lee,Daniel Rodriguez,0,0,13,44,16,40,31,65,21,45,1,1,0,0,0,0,0,0,119,0,7,36,8,31,5,7,1,2,1,1,7,7,12,41,16,40,0,0,0,0,1,3,0,0,0,0,23,51,51,84,23,51,60,95,1,2,0,0,0,0,0,1,33,41,20,45,36,69,2,5,4,4,1,1,11,11,23,51,45,77,0,0,0,0,0,0,6,7,0,0,20,65,53,86,20,65,56,89,1,4,0,0,0,0,0,0,62,4,12,53,43,75,5,9,2,2,3,3,8,9,20,65,52,85,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2021,UFC Fight Night: Barboza vs. Chikadze,http://ufcstats.com/event-details/0db9d2486d564a3c,http://ufcstats.com/fight-details/ad3aa9520131ff2e,"Las Vegas, Nevada, USA",Andre Petroski,Micheal Gillmore,Middleweight,Men,3,0,Jason Herzog,Red,KO/TKO,3,192,792,72,71,1,73,72,1,1.01,1.01,0,Switch,Orthodox,185,170,15,6/12/1991,3/28/1987,30,34,-4,46,31,15,80,52,28,0.57,0.6,-0.03,91,38,53,131,59,72,0.69,0.64,0.05,0,0,0,0.78,0.45,0.33,0.21,0.12,0.09,0,0.41,-0.41,0.36,0.9,-0.54,0,0,0,0.63,0.09,0.54,4,0,4,9,0,9,0.44,0,0.44,1,0,1,0,0,0,458,3,455,Andre Petroski,Micheal Gillmore,0,0,10,22,5,7,24,37,9,11,2,4,0,0,1,0,0,0,234,0,8,20,3,5,2,2,0,0,0,0,2,2,3,8,4,6,0,0,0,0,7,14,1,1,0,0,19,37,25,44,20,38,28,47,1,3,0,0,0,0,0,0,51,3,12,29,11,29,7,8,4,4,0,0,10,11,14,32,23,42,0,0,0,0,5,5,2,2,0,0,17,21,1,1,47,56,1,1,1,2,0,0,0,0,0,0,173,0,16,20,0,0,1,1,0,0,0,0,1,1,0,2,1,1,0,0,0,0,17,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2021,UFC Fight Night: Barboza vs. Chikadze,http://ufcstats.com/event-details/0db9d2486d564a3c,http://ufcstats.com/fight-details/1de342e9309c5f0f,"Las Vegas, Nevada, USA",Makhmud Muradov,Gerald Meerschaert,Middleweight,Men,3,0,Mark Smith,Blue,Submission,2,109,409,74,73,1,75,77,-2,1.01,1.05,-0.04,Orthodox,Southpaw,185,185,0,2/8/1990,12/18/1987,31,33,-2,40,32,8,99,56,43,0.4,0.57,-0.17,41,39,2,100,65,35,0.41,0.6,-0.19,0,0,0,0.67,0.71,-0.04,0.2,0.09,0.11,0.12,0.18,-0.06,0.9,1,-0.1,0.1,0,0.1,0,0,0,0,3,-3,0,10,-10,0,0.3,-0.3,0,1,-1,0,0,0,16,55,-39,Makhmud Muradov,Gerald Meerschaert,0,0,29,68,23,37,30,69,30,46,0,0,1,6,0,0,0,0,16,25,20,55,14,27,6,10,3,4,3,3,6,6,26,64,23,37,3,4,0,0,0,0,0,0,0,0,11,31,9,19,11,31,9,19,0,0,2,4,0,1,0,0,0,30,7,26,9,18,2,3,0,1,2,2,0,0,10,28,9,18,1,3,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2021,UFC Fight Night: Barboza vs. Chikadze,http://ufcstats.com/event-details/0db9d2486d564a3c,http://ufcstats.com/fight-details/e24c8aab497b4fe1,"Las Vegas, Nevada, USA",Alessio Di Chirico,Abdul Razak Alhassan,Middleweight,Men,3,0,Herb Dean,Blue,KO/TKO,1,17,17,72,70,2,74,73,1,1.03,1.04,-0.02,Orthodox,Orthodox,185,185,0,12/12/1989,8/11/1985,31,36,-5,1,1,0,2,1,1,0.5,1,-0.5,1,1,0,2,1,1,0.5,1,-0.5,0,1,-1,0,1,-1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,Alessio Di Chirico,Abdul Razak Alhassan,0,1,1,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2021,UFC Fight Night: Barboza vs. Chikadze,http://ufcstats.com/event-details/0db9d2486d564a3c,http://ufcstats.com/fight-details/58d5e4afc2dd35d1,"Las Vegas, Nevada, USA",Sam Alvey,Wellington Turman,Middleweight,Men,3,0,Chris Tognoni,Blue,Decision - Split,3,300,900,74,72,2,75,72,3,1.01,1,0.01,Southpaw,Orthodox,185,170,15,5/6/1986,7/22/1996,35,25,10,68,69,-1,122,119,3,0.56,0.58,-0.02,114,75,39,169,126,43,0.67,0.6,0.07,0,0,0,0.8,0.52,0.28,0.13,0.27,-0.14,0.05,0.2,-0.15,0.85,0.91,-0.06,0.14,0.08,0.06,0,0,0,0,2,-2,0,9,-9,0,0.22,-0.22,0,0,0,0,0,0,114,174,-60,Sam Alvey,Wellington Turman,0,0,8,20,13,16,42,55,17,20,0,0,2,5,0,0,0,0,58,110,8,19,4,7,0,1,5,5,0,0,4,4,5,17,10,13,3,3,3,3,0,0,0,0,0,0,26,44,24,44,32,50,24,44,0,0,0,2,0,0,0,0,8,54,17,34,12,29,5,6,5,8,4,4,7,7,21,39,24,44,5,5,0,0,0,0,0,0,0,0,34,58,32,59,40,64,34,62,0,0,0,2,0,0,0,0,48,10,30,52,20,41,4,6,9,14,0,0,3,4,32,56,29,56,2,2,3,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
