window,test_span,gid,y,gender,division,config,p,is_men
3,[8118-8617],8612,1,men,Welterweight,A: top-240 WITHOUT alt~null,0.5098645570518711,True
3,[8118-8617],8613,0,men,Lightweight,A: top-240 WITHOUT alt~null,0.5,True
3,[8118-8617],8614,0,men,Lightweight,A: top-240 WITHOUT alt~null,0.6349157798679632,True
3,[8118-8617],8615,1,men,Flyweight,A: top-240 WITHOUT alt~null,0.5576923076923077,True
3,[8118-8617],8616,1,women,Women's Strawweight,A: top-240 WITHOUT alt~null,0.6455696202531646,False
3,[8118-8617],8617,0,men,Featherweight,A: top-240 WITHOUT alt~null,0.4855072463768116,True
4,[8618-9117],8618,1,men,Welterweight,A: top-240 WITHOUT alt,0.6799920762006407,True
4,[8618-9117],8619,1,women,Women's Bantamweight,A: top-240 WITHOUT alt,0.9090909090909091,False
4,[8618-9117],8620,0,men,Light Heavyweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8621,1,women,Women's Flyweight,A: top-240 WITHOUT alt,0.7542857142857143,False
4,[8618-9117],8622,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.999999,True
4,[8618-9117],8623,1,men,Bantamweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8624,0,men,Bantamweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8625,1,men,Featherweight,A: top-240 WITHOUT alt,0.2413793103448276,True
4,[8618-9117],8626,1,women,Women's Strawweight,A: top-240 WITHOUT alt,0.7542857142857143,False
4,[8618-9117],8627,1,men,Bantamweight,A: top-240 WITHOUT alt,0.9090909090909091,True
4,[8618-9117],8628,0,men,Middleweight,A: top-240 WITHOUT alt,0.2413793103448276,True
4,[8618-9117],8629,0,men,Middleweight,A: top-240 WITHOUT alt,0.34615384615384615,True
4,[8618-9117],8630,1,men,Middleweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8631,1,men,Welterweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8632,1,men,Middleweight,A: top-240 WITHOUT alt,0.75,True
4,[8618-9117],8633,0,men,Featherweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8634,0,men,Middleweight,A: top-240 WITHOUT alt,0.4827586206896552,True
4,[8618-9117],8635,0,men,Flyweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8636,1,women,Women's Flyweight,A: top-240 WITHOUT alt,0.7073170731707317,False
4,[8618-9117],8637,0,men,Lightweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8638,0,men,Lightweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8639,0,women,Women's Strawweight,A: top-240 WITHOUT alt,0.25,False
4,[8618-9117],8640,0,men,Middleweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8641,1,men,Flyweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8642,0,men,Middleweight,A: top-240 WITHOUT alt,0.34615384615384615,True
4,[8618-9117],8643,0,men,Welterweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8644,1,men,Featherweight,A: top-240 WITHOUT alt,0.9090909090909091,True
4,[8618-9117],8645,0,men,Middleweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8646,1,men,Middleweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8647,0,men,Featherweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8648,1,men,Heavyweight,A: top-240 WITHOUT alt,0.75,True
4,[8618-9117],8649,0,men,Bantamweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8650,0,men,Featherweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8651,0,men,Middleweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8652,0,women,Women's Strawweight,A: top-240 WITHOUT alt,0.7542857142857143,False
4,[8618-9117],8653,1,men,Flyweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8654,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8655,0,men,Bantamweight,A: top-240 WITHOUT alt,0.34615384615384615,True
4,[8618-9117],8656,1,men,Featherweight,A: top-240 WITHOUT alt,0.9090909090909091,True
4,[8618-9117],8657,0,men,Middleweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8658,1,men,Flyweight,A: top-240 WITHOUT alt,0.34615384615384615,True
4,[8618-9117],8659,1,men,Lightweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8660,1,men,Welterweight,A: top-240 WITHOUT alt,0.9090909090909091,True
4,[8618-9117],8661,1,men,Flyweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8662,1,men,Heavyweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8663,0,men,Catch Weight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8664,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8665,0,men,Lightweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8666,0,men,Lightweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8667,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8668,1,men,Heavyweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8669,0,men,Middleweight,A: top-240 WITHOUT alt,0.631578947368421,True
4,[8618-9117],8670,0,men,Featherweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8671,0,men,Welterweight,A: top-240 WITHOUT alt,0.6,True
4,[8618-9117],8672,0,men,Middleweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8673,1,men,Lightweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8674,0,men,Flyweight,A: top-240 WITHOUT alt,0.631578947368421,True
4,[8618-9117],8675,1,men,Featherweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8676,0,men,Lightweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8677,0,men,Welterweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8678,0,men,Middleweight,A: top-240 WITHOUT alt,0.6,True
4,[8618-9117],8679,1,men,Welterweight,A: top-240 WITHOUT alt,0.631578947368421,True
4,[8618-9117],8680,0,women,Women's Strawweight,A: top-240 WITHOUT alt,0.45985401459854014,False
4,[8618-9117],8681,0,men,Heavyweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8682,0,men,Lightweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8683,1,men,Featherweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8684,1,men,Welterweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8685,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8686,1,men,Lightweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8687,1,men,Middleweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8688,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8689,0,women,Women's Strawweight,A: top-240 WITHOUT alt,0.7542857142857143,False
4,[8618-9117],8690,0,men,Lightweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8691,0,men,Light Heavyweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8692,0,men,Heavyweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8693,0,men,Featherweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8694,1,women,Women's Strawweight,A: top-240 WITHOUT alt,0.7542857142857143,False
4,[8618-9117],8695,0,men,Welterweight,A: top-240 WITHOUT alt,0.4827586206896552,True
4,[8618-9117],8696,1,women,Women's Bantamweight,A: top-240 WITHOUT alt,0.45985401459854014,False
4,[8618-9117],8697,0,men,Flyweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8698,1,men,Flyweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8699,0,men,Lightweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8700,1,men,Lightweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8701,1,men,Bantamweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8702,1,men,Lightweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8703,1,men,Middleweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8704,0,men,Middleweight,A: top-240 WITHOUT alt,0.2413793103448276,True
4,[8618-9117],8705,0,men,Bantamweight,A: top-240 WITHOUT alt,0.16666666666666666,True
4,[8618-9117],8706,1,men,Featherweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8707,0,men,Middleweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8708,1,men,Lightweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8709,0,men,Bantamweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8710,0,men,Bantamweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8711,0,men,Light Heavyweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8712,0,men,Middleweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8713,0,men,Featherweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8714,1,women,Women's Flyweight,A: top-240 WITHOUT alt,0.4827586206896552,False
4,[8618-9117],8715,0,men,Featherweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8716,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8717,1,men,Lightweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8718,0,women,Women's Strawweight,A: top-240 WITHOUT alt,0.45985401459854014,False
4,[8618-9117],8719,1,men,Heavyweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8720,1,women,Women's Bantamweight,A: top-240 WITHOUT alt,0.631578947368421,False
4,[8618-9117],8721,1,men,Bantamweight,A: top-240 WITHOUT alt,0.75,True
4,[8618-9117],8722,1,men,Middleweight,A: top-240 WITHOUT alt,0.631578947368421,True
4,[8618-9117],8723,0,men,Welterweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8724,1,men,Lightweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8725,1,men,Featherweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8726,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8727,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8728,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8729,1,men,Flyweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8730,0,men,Welterweight,A: top-240 WITHOUT alt,0.631578947368421,True
4,[8618-9117],8731,1,men,Featherweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8732,0,men,Middleweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8733,1,men,Bantamweight,A: top-240 WITHOUT alt,0.4827586206896552,True
4,[8618-9117],8734,1,men,Middleweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8735,1,women,Women's Flyweight,A: top-240 WITHOUT alt,0.8474230923484556,False
4,[8618-9117],8736,1,men,Welterweight,A: top-240 WITHOUT alt,0.4827586206896552,True
4,[8618-9117],8737,0,men,Bantamweight,A: top-240 WITHOUT alt,0.34615384615384615,True
4,[8618-9117],8738,0,women,Women's Bantamweight,A: top-240 WITHOUT alt,0.6623591511392708,False
4,[8618-9117],8739,1,men,Welterweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8740,0,men,Bantamweight,A: top-240 WITHOUT alt,0.6427324848092707,True
4,[8618-9117],8741,0,men,Middleweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8742,1,men,Middleweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8743,0,men,Featherweight,A: top-240 WITHOUT alt,0.2413793103448276,True
4,[8618-9117],8744,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8745,1,men,Bantamweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8746,0,men,Light Heavyweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8747,1,men,Catch Weight,A: top-240 WITHOUT alt,0.6,True
4,[8618-9117],8748,0,men,Lightweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8749,1,men,Bantamweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8750,1,men,Flyweight,A: top-240 WITHOUT alt,0.6,True
4,[8618-9117],8751,1,men,Middleweight,A: top-240 WITHOUT alt,0.46771339823730473,True
4,[8618-9117],8752,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8753,1,men,Bantamweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8754,1,women,Women's Strawweight,A: top-240 WITHOUT alt,0.7542857142857143,False
4,[8618-9117],8755,1,men,Flyweight,A: top-240 WITHOUT alt,0.34615384615384615,True
4,[8618-9117],8756,1,women,Women's Bantamweight,A: top-240 WITHOUT alt,0.7073170731707317,False
4,[8618-9117],8757,1,men,Heavyweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8758,1,men,Flyweight,A: top-240 WITHOUT alt,0.34615384615384615,True
4,[8618-9117],8759,0,men,Featherweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8760,0,men,Heavyweight,A: top-240 WITHOUT alt,0.75,True
4,[8618-9117],8761,0,men,Welterweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8762,1,men,Bantamweight,A: top-240 WITHOUT alt,0.25,True
4,[8618-9117],8763,1,men,Lightweight,A: top-240 WITHOUT alt,0.16666666666666666,True
4,[8618-9117],8764,0,men,Featherweight,A: top-240 WITHOUT alt,0.2413793103448276,True
4,[8618-9117],8765,0,men,Middleweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8766,0,men,Heavyweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8767,1,men,Welterweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8768,1,men,Featherweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8769,0,men,Light Heavyweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8770,0,men,Bantamweight,A: top-240 WITHOUT alt,0.4827586206896552,True
4,[8618-9117],8771,1,men,Flyweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8772,1,women,Women's Bantamweight,A: top-240 WITHOUT alt,0.7542857142857143,False
4,[8618-9117],8773,0,men,Middleweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8774,1,women,Women's Strawweight,A: top-240 WITHOUT alt,0.631578947368421,False
4,[8618-9117],8775,0,men,Middleweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8776,0,men,Bantamweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8777,0,men,Middleweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8778,1,men,Lightweight,A: top-240 WITHOUT alt,0.6682723685725269,True
4,[8618-9117],8779,1,men,Bantamweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8780,1,women,Women's Flyweight,A: top-240 WITHOUT alt,0.75,False
4,[8618-9117],8781,0,men,Bantamweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8782,0,men,Welterweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8783,0,men,Lightweight,A: top-240 WITHOUT alt,0.4754522775371951,True
4,[8618-9117],8784,0,women,Women's Strawweight,A: top-240 WITHOUT alt,0.9090909090909091,False
4,[8618-9117],8785,0,men,Flyweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8786,1,men,Heavyweight,A: top-240 WITHOUT alt,0.9090909090909091,True
4,[8618-9117],8787,1,men,Featherweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8788,1,men,Heavyweight,A: top-240 WITHOUT alt,0.9090909090909091,True
4,[8618-9117],8789,1,men,Lightweight,A: top-240 WITHOUT alt,0.631578947368421,True
4,[8618-9117],8790,1,men,Middleweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8791,0,men,Lightweight,A: top-240 WITHOUT alt,0.2413793103448276,True
4,[8618-9117],8792,0,men,Light Heavyweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8793,1,men,Heavyweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8794,1,men,Bantamweight,A: top-240 WITHOUT alt,0.9090909090909091,True
4,[8618-9117],8795,0,women,Women's Strawweight,A: top-240 WITHOUT alt,0.7073170731707317,False
4,[8618-9117],8796,1,women,Women's Strawweight,A: top-240 WITHOUT alt,0.7542857142857143,False
4,[8618-9117],8797,0,men,Welterweight,A: top-240 WITHOUT alt,0.16666666666666666,True
4,[8618-9117],8798,1,women,Women's Strawweight,A: top-240 WITHOUT alt,0.7542857142857143,False
4,[8618-9117],8799,0,women,Women's Bantamweight,A: top-240 WITHOUT alt,0.34615384615384615,False
4,[8618-9117],8800,1,men,Middleweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8801,1,men,Bantamweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8802,1,men,Featherweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8803,1,men,Catch Weight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8804,1,men,Welterweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8805,0,men,Featherweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8806,1,men,Welterweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8807,1,men,Heavyweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8808,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8809,0,women,Women's Bantamweight,A: top-240 WITHOUT alt,0.34615384615384615,False
4,[8618-9117],8810,1,men,Catch Weight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8811,0,men,Bantamweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8812,0,women,Women's Strawweight,A: top-240 WITHOUT alt,0.34615384615384615,False
4,[8618-9117],8813,1,men,Heavyweight,A: top-240 WITHOUT alt,0.9090909090909091,True
4,[8618-9117],8814,0,men,Bantamweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8815,1,men,Welterweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8816,1,men,Middleweight,A: top-240 WITHOUT alt,0.6973366447138941,True
4,[8618-9117],8817,1,men,Lightweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8818,0,men,Welterweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8819,0,men,Flyweight,A: top-240 WITHOUT alt,0.34615384615384615,True
4,[8618-9117],8820,0,men,Featherweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8821,0,men,Lightweight,A: top-240 WITHOUT alt,0.25,True
4,[8618-9117],8822,1,men,Middleweight,A: top-240 WITHOUT alt,0.999999,True
4,[8618-9117],8823,0,women,Women's Strawweight,A: top-240 WITHOUT alt,0.2413793103448276,False
4,[8618-9117],8824,1,men,Featherweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8825,1,men,Middleweight,A: top-240 WITHOUT alt,0.6,True
4,[8618-9117],8826,0,men,Featherweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8827,1,women,Women's Flyweight,A: top-240 WITHOUT alt,0.7542857142857143,False
4,[8618-9117],8828,1,men,Middleweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8829,0,men,Lightweight,A: top-240 WITHOUT alt,0.3333333333333333,True
4,[8618-9117],8830,0,men,Welterweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8831,0,men,Welterweight,A: top-240 WITHOUT alt,0.34615384615384615,True
4,[8618-9117],8832,1,women,Women's Flyweight,A: top-240 WITHOUT alt,0.45985401459854014,False
4,[8618-9117],8833,0,men,Welterweight,A: top-240 WITHOUT alt,0.6,True
4,[8618-9117],8834,0,men,Middleweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8835,0,men,Flyweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8836,1,men,Lightweight,A: top-240 WITHOUT alt,0.999999,True
4,[8618-9117],8837,1,men,Middleweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8838,0,men,Heavyweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8839,0,men,Bantamweight,A: top-240 WITHOUT alt,0.4827586206896552,True
4,[8618-9117],8840,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.999999,True
4,[8618-9117],8841,1,men,Welterweight,A: top-240 WITHOUT alt,0.4651781738913455,True
4,[8618-9117],8842,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8843,0,men,Flyweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8844,1,men,Heavyweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8845,0,men,Welterweight,A: top-240 WITHOUT alt,0.2413793103448276,True
4,[8618-9117],8846,0,men,Welterweight,A: top-240 WITHOUT alt,0.2413793103448276,True
4,[8618-9117],8847,1,men,Lightweight,A: top-240 WITHOUT alt,0.9090909090909091,True
4,[8618-9117],8848,0,men,Featherweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8849,1,men,Middleweight,A: top-240 WITHOUT alt,0.999999,True
4,[8618-9117],8850,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8851,0,men,Lightweight,A: top-240 WITHOUT alt,0.16666666666666666,True
4,[8618-9117],8852,0,men,Middleweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8853,0,men,Lightweight,A: top-240 WITHOUT alt,0.2413793103448276,True
4,[8618-9117],8854,0,men,Featherweight,A: top-240 WITHOUT alt,0.25,True
4,[8618-9117],8855,0,men,Lightweight,A: top-240 WITHOUT alt,0.631578947368421,True
4,[8618-9117],8856,0,men,Lightweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8857,0,men,Bantamweight,A: top-240 WITHOUT alt,0.25,True
4,[8618-9117],8858,0,men,Flyweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8859,0,men,Flyweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8860,0,men,Bantamweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8861,1,women,Women's Flyweight,A: top-240 WITHOUT alt,0.7542857142857143,False
4,[8618-9117],8862,1,women,Women's Flyweight,A: top-240 WITHOUT alt,0.34615384615384615,False
4,[8618-9117],8863,0,men,Heavyweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8864,0,women,Women's Bantamweight,A: top-240 WITHOUT alt,0.34615384615384615,False
4,[8618-9117],8865,0,men,Heavyweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8866,1,men,Featherweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8867,1,men,Catch Weight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8868,1,men,Featherweight,A: top-240 WITHOUT alt,0.6,True
4,[8618-9117],8869,0,men,Middleweight,A: top-240 WITHOUT alt,0.2413793103448276,True
4,[8618-9117],8870,0,men,Featherweight,A: top-240 WITHOUT alt,0.16666666666666666,True
4,[8618-9117],8871,0,men,Flyweight,A: top-240 WITHOUT alt,0.34615384615384615,True
4,[8618-9117],8872,0,men,Welterweight,A: top-240 WITHOUT alt,0.4827586206896552,True
4,[8618-9117],8873,1,men,Light Heavyweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8874,0,men,Welterweight,A: top-240 WITHOUT alt,0.2413793103448276,True
4,[8618-9117],8875,1,men,Heavyweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8876,1,men,Flyweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8877,1,men,Middleweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8878,1,men,Bantamweight,A: top-240 WITHOUT alt,0.999999,True
4,[8618-9117],8879,0,men,Featherweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8880,1,women,Women's Flyweight,A: top-240 WITHOUT alt,0.7542857142857143,False
4,[8618-9117],8881,1,men,Heavyweight,A: top-240 WITHOUT alt,0.950332015321069,True
4,[8618-9117],8882,1,men,Bantamweight,A: top-240 WITHOUT alt,0.631578947368421,True
4,[8618-9117],8883,1,men,Lightweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8884,0,men,Bantamweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8885,1,men,Featherweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8886,0,men,Lightweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8887,1,men,Featherweight,A: top-240 WITHOUT alt,0.34615384615384615,True
4,[8618-9117],8888,1,men,Welterweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8889,1,men,Middleweight,A: top-240 WITHOUT alt,0.677544611483763,True
4,[8618-9117],8890,1,men,Middleweight,A: top-240 WITHOUT alt,0.7542857142857143,True
4,[8618-9117],8891,0,men,Light Heavyweight,A: top-240 WITHOUT alt,0.6497939673606372,True
4,[8618-9117],8892,1,men,Lightweight,A: top-240 WITHOUT alt,0.999999,True
4,[8618-9117],8893,0,men,Heavyweight,A: top-240 WITHOUT alt,0.34615384615384615,True
4,[8618-9117],8894,0,men,Lightweight,A: top-240 WITHOUT alt,0.45985401459854014,True
4,[8618-9117],8895,0,men,Lightweight,A: top-240 WITHOUT alt,0.2413793103448276,True
4,[8618-9117],8896,1,men,Featherweight,A: top-240 WITHOUT alt,0.6,True
4,[8618-9117],8897,1,women,Women's Bantamweight,A: top-240 WITHOUT alt,0.9090909090909091,False
4,[8618-9117],8898,0,men,Bantamweight,A: top-240 WITHOUT alt,0.7073170731707317,True
4,[8618-9117],8899,1,men,Catch Weight,A: top-240 WITHOUT alt,0.45985401459854014,True
